profile,rationing,hypothesis,day,launches_mean,launches_std,n
v3_plateau_high,off,H1,18,20.06,4.197,50
v3_plateau_high,off,H1,19,19.66,3.427,50
v3_plateau_high,off,H1,20,19.86,3.105,50
v3_plateau_high,off,H1,21,19.4,4.064,50
v3_plateau_high,off,H1,22,20.04,3.532,50
v3_plateau_high,off,H1,23,20.9,4.215,50
v3_plateau_high,off,H1,24,19.88,3.141,50
v3_plateau_high,off,H1,25,19.06,3.529,50
v3_plateau_high,off,H1,26,18.3,3.366,50
v3_plateau_high,off,H1,27,17.04,3.622,50
v3_plateau_high,off,H1,28,17.4,3.555,50
v3_plateau_high,off,H1,29,15.54,2.7,50
v3_plateau_high,off,H1,30,14.56,3.001,50
v3_plateau_high,off,H1,31,13.72,3.244,50
v3_plateau_high,off,H1,32,12.66,3.374,50
v3_plateau_high,off,H1,33,11.46,2.858,50
v3_plateau_high,off,H1,34,9.84,3.373,50
v3_plateau_high,off,H1,35,9.02,2.874,50
v3_plateau_high,off,H1,36,7.6,2.01,50
v3_plateau_high,off,H1,37,7.32,2.687,50
v3_plateau_high,off,H1,38,6.96,2.498,50
v3_plateau_high,off,H1,39,4.72,2.03,50
v3_plateau_high,off,H2,0,53.58,5.872,50
v3_plateau_high,off,H2,1,49.52,4.662,50
v3_plateau_high,off,H2,2,44.32,4.735,50
v3_plateau_high,off,H2,3,37.24,4.008,50
v3_plateau_high,off,H2,4,32.76,3.642,50
v3_plateau_high,off,H2,5,26.78,3.46,50
v3_plateau_high,off,H2,6,23.84,3.215,50
v3_plateau_high,off,H2,7,23.76,3.75,50
v3_plateau_high,off,H2,8,22.56,4.553,50
v3_plateau_high,off,H2,9,22.0,3.225,50
v3_plateau_high,off,H2,10,21.68,3.408,50
v3_plateau_high,off,H2,11,21.5,3.324,50
v3_plateau_high,off,H2,12,20.1,3.294,50
v3_plateau_high,off,H2,13,19.64,3.74,50
v3_plateau_high,off,H2,14,20.62,3.322,50
v3_plateau_high,off,H2,15,20.26,3.285,50
v3_plateau_high,off,H2,16,20.36,3.192,50
v3_plateau_high,off,H2,17,20.38,3.61,50
v3_plateau_high,off,H2,18,20.36,3.938,50
v3_plateau_high,off,H2,19,20.1,3.074,50
v3_plateau_high,off,H2,20,20.54,3.208,50
v3_plateau_high,off,H2,21,21.1,3.138,50
v3_plateau_high,off,H2,22,20.98,3.739,50
v3_plateau_high,off,H2,23,19.78,3.396,50
v3_plateau_high,off,H2,24,19.64,3.626,50
v3_plateau_high,off,H2,25,19.2,3.464,50
v3_plateau_high,off,H2,26,18.04,3.72,50
v3_plateau_high,off,H2,27,17.82,3.948,50
v3_plateau_high,off,H2,28,16.62,3.358,50
v3_plateau_high,off,H2,29,15.54,3.879,50
v3_plateau_high,off,H2,30,15.7,3.574,50
v3_plateau_high,off,H2,31,13.72,3.43,50
v3_plateau_high,off,H2,32,12.68,2.832,50
v3_plateau_high,off,H2,33,10.54,3.028,50
v3_plateau_high,off,H2,34,9.48,2.851,50
v3_plateau_high,off,H2,35,9.14,2.939,50
v3_plateau_high,off,H2,36,7.38,2.705,50
v3_plateau_high,off,H2,37,6.92,2.096,50
v3_plateau_high,off,H2,38,5.78,2.343,50
v3_plateau_high,off,H2,39,5.22,1.993,50
v3_plateau_high,off,H3,0,55.02,4.994,50
v3_plateau_high,off,H3,1,48.84,5.739,50
v3_plateau_high,off,H3,2,45.18,5.156,50
v3_plateau_high,off,H3,3,36.4,3.816,50
v3_plateau_high,off,H3,4,30.76,4.615,50
v3_plateau_high,off,H3,5,27.36,4.344,50
v3_plateau_high,off,H3,6,25.76,3.75,50
v3_plateau_high,off,H3,7,23.74,3.66,50
v3_plateau_high,off,H3,8,20.56,3.716,50
v3_plateau_high,off,H3,9,22.3,3.828,50
v3_plateau_high,off,H3,10,21.76,3.558,50
v3_plateau_high,off,H3,11,21.38,3.243,50
v3_plateau_high,off,H3,12,20.86,3.699,50
v3_plateau_high,off,H3,13,21.44,3.764,50
v3_plateau_high,off,H3,14,20.9,3.931,50
v3_plateau_high,off,H3,15,20.6,3.231,50
v3_plateau_high,off,H3,16,21.66,3.829,50
v3_plateau_high,off,H3,17,20.98,3.209,50
v3_plateau_high,off,H3,18,21.4,3.447,50
v3_plateau_high,off,H3,19,20.36,4.034,50
v3_plateau_high,off,H3,20,19.38,3.249,50
v3_plateau_high,off,H3,21,20.14,3.555,50
v3_plateau_high,off,H3,22,20.38,3.549,50
v3_plateau_high,off,H3,23,19.96,3.715,50
v3_plateau_high,off,H3,24,19.36,4.009,50
v3_plateau_high,off,H3,25,19.16,3.506,50
v3_plateau_high,off,H3,26,19.26,2.924,50
v3_plateau_high,off,H3,27,16.86,3.394,50
v3_plateau_high,off,H3,28,16.42,3.293,50
v3_plateau_high,off,H3,29,14.98,3.344,50
v3_plateau_high,off,H3,30,15.54,3.145,50
v3_plateau_high,off,H3,31,13.82,2.861,50
v3_plateau_high,off,H3,32,12.04,3.423,50
v3_plateau_high,off,H3,33,11.12,2.566,50
v3_plateau_high,off,H3,34,10.0,2.289,50
v3_plateau_high,off,H3,35,9.12,2.761,50
v3_plateau_high,off,H3,36,7.98,2.768,50
v3_plateau_high,off,H3,37,7.82,2.658,50
v3_plateau_high,off,H3,38,6.62,2.391,50
v3_plateau_high,off,H3,39,4.68,2.083,50
v3_plateau_high,individual,H1,0,54.5,5.005,50
v3_plateau_high,individual,H1,1,49.74,6.251,50
v3_plateau_high,individual,H1,2,45.44,5.419,50
v3_plateau_high,individual,H1,3,36.22,4.478,50
v3_plateau_high,individual,H1,4,31.6,4.569,50
v3_plateau_high,individual,H1,5,27.14,3.8,50
v3_plateau_high,individual,H1,6,25.96,3.836,50
v3_plateau_high,individual,H1,7,23.36,4.073,50
v3_plateau_high,individual,H1,8,20.92,4.117,50
v3_plateau_high,individual,H1,9,21.6,3.768,50
v3_plateau_high,individual,H1,10,21.28,3.4,50
v3_plateau_high,individual,H1,11,21.28,4.045,50
v3_plateau_high,individual,H1,12,18.8,4.147,50
v3_plateau_high,individual,H1,13,20.8,3.873,50
v3_plateau_high,individual,H1,14,20.32,3.636,50
v3_plateau_high,individual,H1,15,20.02,4.231,50
v3_plateau_high,individual,H1,16,19.84,3.252,50
v3_plateau_high,individual,H1,17,19.0,3.639,50
v3_plateau_high,individual,H1,18,19.36,3.135,50
v3_plateau_high,individual,H1,19,18.56,2.886,50
v3_plateau_high,individual,H1,20,18.14,3.842,50
v3_plateau_high,individual,H1,21,18.26,3.804,50
v3_plateau_high,individual,H1,22,17.62,3.984,50
v3_plateau_high,individual,H1,23,17.84,3.786,50
v3_plateau_high,individual,H1,24,17.02,3.558,50
v3_plateau_high,individual,H1,25,16.4,3.365,50
v3_plateau_high,individual,H1,26,15.48,3.233,50
v3_plateau_high,individual,H1,27,14.54,2.744,50
v3_plateau_high,individual,H1,28,13.0,2.771,50
v3_plateau_high,individual,H1,29,12.46,3.245,50
v3_plateau_high,individual,H1,30,11.3,2.516,50
v3_plateau_high,individual,H1,31,10.4,2.4,50
v3_plateau_high,individual,H1,32,9.64,2.777,50
v3_plateau_high,individual,H1,33,8.58,2.29,50
v3_plateau_high,individual,H1,34,7.54,2.773,50
v3_plateau_high,individual,H1,35,7.14,2.585,50
v3_plateau_high,individual,H1,36,5.3,2.09,50
v3_plateau_high,individual,H1,37,4.96,2.358,50
v3_plateau_high,individual,H1,38,4.36,1.841,50
v3_plateau_high,individual,H1,39,3.66,1.751,50
v3_plateau_high,individual,H2,0,54.94,5.002,50
v3_plateau_high,individual,H2,1,50.72,5.589,50
v3_plateau_high,individual,H2,2,43.32,4.197,50
v3_plateau_high,individual,H2,3,38.14,4.887,50
v3_plateau_high,individual,H2,4,31.7,5.084,50
v3_plateau_high,individual,H2,5,27.2,3.975,50
v3_plateau_high,individual,H2,6,25.64,3.867,50
v3_plateau_high,individual,H2,7,23.94,3.646,50
v3_plateau_high,individual,H2,8,21.18,3.416,50
v3_plateau_high,individual,H2,9,21.54,3.853,50
v3_plateau_high,individual,H2,10,22.3,3.511,50
v3_plateau_high,individual,H2,11,21.0,3.169,50
v3_plateau_high,individual,H2,12,20.14,3.99,50
v3_plateau_high,individual,H2,13,19.48,3.506,50
v3_plateau_high,individual,H2,14,20.4,4.247,50
v3_plateau_high,individual,H2,15,20.7,3.17,50
v3_plateau_high,individual,H2,16,18.66,3.296,50
v3_plateau_high,individual,H2,17,18.94,4.282,50
v3_plateau_high,individual,H2,18,18.98,3.496,50
v3_plateau_high,individual,H2,19,19.12,4.013,50
v3_plateau_high,individual,H2,20,19.04,3.868,50
v3_plateau_high,individual,H2,21,17.94,3.489,50
v3_plateau_high,individual,H2,22,19.0,3.481,50
v3_plateau_high,individual,H2,23,17.88,3.254,50
v3_plateau_high,individual,H2,24,16.86,3.244,50
v3_plateau_high,individual,H2,25,17.1,3.673,50
v3_plateau_high,individual,H2,26,15.82,2.696,50
v3_plateau_high,individual,H2,27,14.98,3.53,50
v3_plateau_high,individual,H2,28,13.48,3.859,50
v3_plateau_high,individual,H2,29,12.82,3.198,50
v3_plateau_high,individual,H2,30,12.36,3.514,50
v3_plateau_high,individual,H2,31,10.6,2.676,50
v3_plateau_high,individual,H2,32,10.16,2.618,50
v3_plateau_high,individual,H2,33,7.96,2.577,50
v3_plateau_high,individual,H2,34,7.34,1.976,50
v3_plateau_high,individual,H2,35,7.7,2.377,50
v3_plateau_high,individual,H2,36,6.14,2.623,50
v3_plateau_high,individual,H2,37,5.1,2.291,50
v3_plateau_high,individual,H2,38,4.26,1.988,50
v3_plateau_high,individual,H2,39,3.4,1.822,50
v3_plateau_high,individual,H3,0,54.54,5.116,50
v3_plateau_high,individual,H3,1,50.26,5.207,50
v3_plateau_high,individual,H3,2,43.84,5.065,50
v3_plateau_high,individual,H3,3,36.66,4.978,50
v3_plateau_high,individual,H3,4,31.2,4.405,50
v3_plateau_high,individual,H3,5,26.38,2.835,50
v3_plateau_high,individual,H3,6,25.8,4.104,50
v3_plateau_high,individual,H3,7,24.0,4.639,50
v3_plateau_high,individual,H3,8,22.34,3.468,50
v3_plateau_high,individual,H3,9,21.42,3.533,50
v3_plateau_high,individual,H3,10,21.38,4.004,50
v3_plateau_high,individual,H3,11,20.54,4.143,50
v3_plateau_high,individual,H3,12,20.06,3.706,50
v3_plateau_high,individual,H3,13,19.86,2.653,50
v3_plateau_high,individual,H3,14,20.26,3.788,50
v3_plateau_high,individual,H3,15,20.0,4.0,50
v3_plateau_high,individual,H3,16,18.02,3.717,50
v3_plateau_high,individual,H3,17,19.72,3.644,50
v3_plateau_high,individual,H3,18,18.46,3.395,50
v3_plateau_high,individual,H3,19,18.62,4.088,50
v3_plateau_high,individual,H3,20,18.5,2.934,50
v3_plateau_high,individual,H3,21,19.1,3.956,50
v3_plateau_high,individual,H3,22,17.74,3.129,50
v3_plateau_high,individual,H3,23,17.8,4.035,50
v3_plateau_high,individual,H3,24,18.06,3.781,50
v3_plateau_high,individual,H3,25,16.34,3.427,50
v3_plateau_high,individual,H3,26,15.56,3.407,50
v3_plateau_high,individual,H3,27,15.34,3.525,50
v3_plateau_high,individual,H3,28,13.66,3.083,50
v3_plateau_high,individual,H3,29,12.74,3.205,50
v3_plateau_high,individual,H3,30,12.1,2.587,50
v3_plateau_high,individual,H3,31,10.48,3.318,50
v3_plateau_high,individual,H3,32,9.42,3.014,50
v3_plateau_high,individual,H3,33,8.76,1.893,50
v3_plateau_high,individual,H3,34,8.58,2.743,50
v3_plateau_high,individual,H3,35,7.04,2.474,50
v3_plateau_high,individual,H3,36,6.28,2.815,50
v3_plateau_high,individual,H3,37,5.6,2.441,50
v3_plateau_high,individual,H3,38,4.56,1.888,50
v3_plateau_high,individual,H3,39,4.2,2.04,50
v3_plateau_high,coordinated,H1,0,54.72,4.976,50
v3_plateau_high,coordinated,H1,1,46.68,5.372,50
v3_plateau_high,coordinated,H1,2,40.34,3.53,50
v3_plateau_high,coordinated,H1,3,31.22,3.991,50
v3_plateau_high,coordinated,H1,4,23.74,3.719,50
v3_plateau_high,coordinated,H1,5,19.16,2.838,50
v3_plateau_high,coordinated,H1,6,18.06,3.373,50
v3_plateau_high,coordinated,H1,7,16.82,2.861,50
v3_plateau_high,coordinated,H1,8,14.9,3.78,50
v3_plateau_high,coordinated,H1,9,14.46,3.442,50
v3_plateau_high,coordinated,H1,10,14.82,3.351,50
v3_plateau_high,coordinated,H1,11,13.92,3.872,50
v3_plateau_high,coordinated,H1,12,13.42,3.194,50
v3_plateau_high,coordinated,H1,13,13.7,3.471,50
v3_plateau_high,coordinated,H1,14,13.46,3.138,50
v3_plateau_high,coordinated,H1,15,13.04,3.193,50
v3_plateau_high,coordinated,H1,16,12.88,3.204,50
v3_plateau_high,coordinated,H1,17,13.32,2.76,50
v3_plateau_high,coordinated,H1,18,12.36,2.726,50
v3_plateau_high,coordinated,H1,19,13.06,3.271,50
v3_plateau_high,coordinated,H1,20,12.8,3.085,50
v3_plateau_high,coordinated,H1,21,12.6,2.631,50
v3_plateau_high,coordinated,H1,22,12.48,3.138,50
v3_plateau_high,coordinated,H1,23,11.52,3.431,50
v3_plateau_high,coordinated,H1,24,12.14,2.96,50
v3_plateau_high,coordinated,H1,25,12.2,3.007,50
v3_plateau_high,coordinated,H1,26,11.28,3.02,50
v3_plateau_high,coordinated,H1,27,11.26,2.958,50
v3_plateau_high,coordinated,H1,28,10.4,2.764,50
v3_plateau_high,coordinated,H1,29,10.06,2.626,50
v3_plateau_high,coordinated,H1,30,9.34,3.057,50
v3_plateau_high,coordinated,H1,31,7.88,2.397,50
v3_plateau_high,coordinated,H1,32,7.78,2.618,50
v3_plateau_high,coordinated,H1,33,6.3,2.012,50
v3_plateau_high,coordinated,H1,34,6.86,2.728,50
v3_plateau_high,coordinated,H1,35,6.44,2.08,50
v3_plateau_high,coordinated,H1,36,5.34,1.986,50
v3_plateau_high,coordinated,H1,37,4.38,1.917,50
v3_plateau_high,coordinated,H1,38,4.1,1.982,50
v3_plateau_high,coordinated,H1,39,3.54,1.445,50
v3_plateau_high,coordinated,H2,0,53.84,5.63,50
v3_plateau_high,coordinated,H2,1,46.36,4.612,50
v3_plateau_high,coordinated,H2,2,40.44,5.123,50
v3_plateau_high,coordinated,H2,3,30.68,3.733,50
v3_plateau_high,coordinated,H2,4,24.74,3.974,50
v3_plateau_high,coordinated,H2,5,19.9,3.754,50
v3_plateau_high,coordinated,H2,6,17.36,3.703,50
v3_plateau_high,coordinated,H2,7,16.3,3.3,50
v3_plateau_high,coordinated,H2,8,15.64,3.135,50
v3_plateau_high,coordinated,H2,9,14.74,3.416,50
v3_plateau_high,coordinated,H2,10,14.7,3.869,50
v3_plateau_high,coordinated,H2,11,13.72,3.353,50
v3_plateau_high,coordinated,H2,12,14.12,3.115,50
v3_plateau_high,coordinated,H2,13,13.72,3.633,50
v3_plateau_high,coordinated,H2,14,13.76,4.072,50
v3_plateau_high,coordinated,H2,15,12.86,3.073,50
v3_plateau_high,coordinated,H2,16,12.94,3.619,50
v3_plateau_high,coordinated,H2,17,12.44,3.014,50
v3_plateau_high,coordinated,H2,18,13.62,3.31,50
v3_plateau_high,coordinated,H2,19,12.68,2.774,50
v3_plateau_high,coordinated,H2,20,12.54,3.067,50
v3_plateau_high,coordinated,H2,21,13.28,2.661,50
v3_plateau_high,coordinated,H2,22,12.66,3.031,50
v3_plateau_high,coordinated,H2,23,12.48,3.579,50
v3_plateau_high,coordinated,H2,24,13.42,2.401,50
v3_plateau_high,coordinated,H2,25,11.7,3.629,50
v3_plateau_high,coordinated,H2,26,11.7,2.766,50
v3_plateau_high,coordinated,H2,27,11.1,2.715,50
v3_plateau_high,coordinated,H2,28,9.76,2.732,50
v3_plateau_high,coordinated,H2,29,9.44,2.507,50
v3_plateau_high,coordinated,H2,30,9.46,2.402,50
v3_plateau_high,coordinated,H2,31,8.98,2.634,50
v3_plateau_high,coordinated,H2,32,7.78,2.411,50
v3_plateau_high,coordinated,H2,33,6.8,2.474,50
v3_plateau_high,coordinated,H2,34,6.44,2.531,50
v3_plateau_high,coordinated,H2,35,5.48,2.334,50
v3_plateau_high,coordinated,H2,36,5.18,2.066,50
v3_plateau_high,coordinated,H2,37,4.1,1.889,50
v3_plateau_high,coordinated,H2,38,3.52,1.825,50
v3_plateau_high,coordinated,H2,39,3.44,1.745,50
v3_plateau_high,coordinated,H3,0,54.44,5.463,50
v3_plateau_high,coordinated,H3,1,45.54,5.386,50
v3_plateau_high,coordinated,H3,2,40.36,5.188,50
v3_plateau_high,coordinated,H3,3,29.82,4.778,50
v3_plateau_high,coordinated,H3,4,24.64,4.711,50
v3_plateau_high,coordinated,H3,5,19.78,3.956,50
v3_plateau_high,coordinated,H3,6,17.8,3.726,50
v3_plateau_high,coordinated,H3,7,16.52,3.523,50
v3_plateau_high,coordinated,H3,8,14.62,3.741,50
v3_plateau_high,coordinated,H3,9,14.34,2.923,50
v3_plateau_high,coordinated,H3,10,14.74,3.698,50
v3_plateau_high,coordinated,H3,11,13.36,3.071,50
v3_plateau_high,coordinated,H3,12,14.38,3.605,50
v3_plateau_high,coordinated,H3,13,14.26,3.582,50
v3_plateau_high,coordinated,H3,14,13.08,3.11,50
v3_plateau_high,coordinated,H3,15,13.52,3.77,50
v3_plateau_high,coordinated,H3,16,12.72,3.487,50
v3_plateau_high,coordinated,H3,17,13.0,3.311,50
v3_plateau_high,coordinated,H3,18,12.84,2.866,50
v3_plateau_high,coordinated,H3,19,12.7,3.022,50
v3_plateau_high,coordinated,H3,20,12.94,3.313,50
v3_plateau_high,coordinated,H3,21,12.22,2.838,50
v3_plateau_high,coordinated,H3,22,12.94,3.507,50
v3_plateau_high,coordinated,H3,23,12.3,3.126,50
v3_plateau_high,coordinated,H3,24,12.14,2.735,50
v3_plateau_high,coordinated,H3,25,12.46,3.318,50
v3_plateau_high,coordinated,H3,26,13.18,2.826,50
v3_plateau_high,coordinated,H3,27,11.22,3.177,50
v3_plateau_high,coordinated,H3,28,9.64,3.11,50
v3_plateau_high,coordinated,H3,29,10.06,2.611,50
v3_plateau_high,coordinated,H3,30,9.44,2.787,50
v3_plateau_high,coordinated,H3,31,8.12,3.057,50
v3_plateau_high,coordinated,H3,32,7.86,2.871,50
v3_plateau_high,coordinated,H3,33,6.9,3.113,50
v3_plateau_high,coordinated,H3,34,6.6,2.088,50
v3_plateau_high,coordinated,H3,35,5.42,2.255,50
v3_plateau_high,coordinated,H3,36,5.32,2.13,50
v3_plateau_high,coordinated,H3,37,4.62,1.864,50
v3_plateau_high,coordinated,H3,38,4.04,1.949,50
v3_plateau_high,coordinated,H3,39,3.5,1.664,50
v1_original,v1,H1,0,54.26,5.695,50
v1_original,v1,H1,1,43.28,5.099,50
v1_original,v1,H1,2,36.58,4.504,50
v1_original,v1,H1,3,15.0,3.329,50
v1_original,v1,H1,4,11.82,2.666,50
v1_original,v1,H1,5,10.04,2.545,50
v1_original,v1,H1,6,7.86,2.474,50
v1_original,v1,H1,7,6.84,2.548,50
v1_original,v1,H1,8,5.48,2.385,50
v1_original,v1,H1,9,5.04,1.907,50
v1_original,v1,H1,10,3.12,1.351,50
v1_original,v1,H1,11,3.68,1.783,50
v1_original,v1,H1,12,2.94,1.725,50
v1_original,v1,H1,13,3.36,1.67,50
v1_original,v1,H1,14,3.38,1.522,50
v1_original,v1,H1,15,3.1,1.473,50
v1_original,v1,H1,16,2.84,1.541,50
v1_original,v1,H1,17,2.84,1.678,50
v1_original,v1,H1,18,2.66,1.645,50
v1_original,v1,H1,19,2.76,1.517,50
v1_original,v1,H1,20,2.78,1.591,50
v1_original,v1,H1,21,2.48,1.253,50
v1_original,v1,H1,22,2.3,1.3,50
v1_original,v1,H1,23,2.82,1.396,50
v1_original,v1,H1,24,2.54,1.59,50
v1_original,v1,H1,25,2.36,1.466,50
v1_original,v1,H1,26,2.48,1.459,50
v1_original,v1,H1,27,1.96,1.095,50
v1_original,v1,H1,28,2.02,1.288,50
v1_original,v1,H1,29,1.76,1.159,50
v1_original,v1,H1,30,1.54,1.099,50
v1_original,v1,H1,31,1.62,1.147,50
v1_original,v1,H1,32,1.12,1.125,50
v1_original,v1,H1,33,1.18,1.014,50
v1_original,v1,H1,34,1.02,1.049,50
v1_original,v1,H1,35,0.96,1.038,50
v1_original,v1,H1,36,1.06,1.066,50
v1_original,v1,H1,37,1.06,1.103,50
v1_original,v1,H1,38,0.68,0.786,50
v1_original,v1,H1,39,0.8,0.894,50
v1_original,v1,H2,0,53.96,4.49,50
v1_original,v1,H2,1,45.04,4.887,50
v1_original,v1,H2,2,36.26,3.66,50
v1_original,v1,H2,3,14.62,3.762,50
v1_original,v1,H2,4,11.86,3.359,50
v1_original,v1,H2,5,9.74,2.77,50
v1_original,v1,H2,6,7.4,2.49,50
v1_original,v1,H2,7,5.8,2.117,50
v1_original,v1,H2,8,5.66,1.935,50
v1_original,v1,H2,9,5.18,1.915,50
v1_original,v1,H2,10,3.36,1.368,50
v1_original,v1,H2,11,3.54,1.539,50
v1_original,v1,H2,12,3.1,1.758,50
v1_original,v1,H2,13,3.14,1.721,50
v1_original,v1,H2,14,2.94,1.58,50
v1_original,v1,H2,15,3.12,1.595,50
v1_original,v1,H2,16,2.8,1.744,50
v1_original,v1,H2,17,2.44,1.675,50
v1_original,v1,H2,18,3.04,1.732,50
v1_original,v1,H2,19,2.84,1.433,50
v1_original,v1,H2,20,2.9,1.616,50
v1_original,v1,H2,21,2.64,1.682,50
v1_original,v1,H2,22,2.68,1.406,50
v1_original,v1,H2,23,2.54,1.723,50
v1_original,v1,H2,24,2.54,1.36,50
v1_original,v1,H2,25,2.56,1.402,50
v1_original,v1,H2,26,1.92,1.278,50
v1_original,v1,H2,27,1.94,1.434,50
v1_original,v1,H2,28,1.82,1.161,50
v1_original,v1,H2,29,1.8,1.233,50
v1_original,v1,H2,30,1.8,1.114,50
v1_original,v1,H2,31,2.08,1.181,50
v1_original,v1,H2,32,1.38,1.018,50
v1_original,v1,H2,33,1.32,1.121,50
v1_original,v1,H2,34,1.24,0.95,50
v1_original,v1,H2,35,1.12,0.952,50
v1_original,v1,H2,36,1.18,0.973,50
v1_original,v1,H2,37,0.94,0.732,50
v1_original,v1,H2,38,0.6,0.849,50
v1_original,v1,H2,39,0.46,0.67,50
v1_original,v1,H3,0,53.02,5.335,50
v1_original,v1,H3,1,45.76,4.954,50
v1_original,v1,H3,2,35.52,4.272,50
v1_original,v1,H3,3,13.5,2.858,50
v1_original,v1,H3,4,12.14,2.891,50
v1_original,v1,H3,5,10.02,2.717,50
v1_original,v1,H3,6,8.14,2.2,50
v1_original,v1,H3,7,6.22,2.081,50
v1_original,v1,H3,8,5.46,2.061,50
v1_original,v1,H3,9,5.26,2.171,50
v1_original,v1,H3,10,3.24,1.806,50
v1_original,v1,H3,11,3.52,1.792,50
v1_original,v1,H3,12,3.4,2.117,50
v1_original,v1,H3,13,3.38,1.765,50
v1_original,v1,H3,14,2.94,1.805,50
v1_original,v1,H3,15,2.82,1.545,50
v1_original,v1,H3,16,2.66,1.557,50
v1_original,v1,H3,17,3.24,1.965,50
v1_original,v1,H3,18,3.0,1.855,50
v1_original,v1,H3,19,2.4,1.625,50
v1_original,v1,H3,20,2.9,1.36,50
v1_original,v1,H3,21,2.54,1.486,50
v1_original,v1,H3,22,2.78,1.54,50
v1_original,v1,H3,23,2.84,1.376,50
v1_original,v1,H3,24,2.44,1.267,50
v1_original,v1,H3,25,2.4,1.549,50
v1_original,v1,H3,26,2.24,1.491,50
v1_original,v1,H3,27,1.88,1.243,50
v1_original,v1,H3,28,1.82,1.144,50
v1_original,v1,H3,29,1.58,1.234,50
v1_original,v1,H3,30,1.68,1.139,50
v1_original,v1,H3,31,2.14,1.166,50
v1_original,v1,H3,32,1.62,1.455,50
v1_original,v1,H3,33,1.46,1.17,50
v1_original,v1,H3,34,1.14,1.0,50
v1_original,v1,H3,35,0.86,0.895,50
v1_original,v1,H3,36,0.9,0.877,50
v1_original,v1,H3,37,1.0,0.917,50
v1_original,v1,H3,38,0.6,0.721,50
v1_original,v1,H3,39,0.64,0.819,50
